ingredient_code,ingredient_name,ingredient_slug,description
ING002908,Isosorbidi dinitras,isosorbidi-dinitras,10mg
ING002909,Cilnidipine,cilnidipine,10mg
ING002910,Methoxy polyethylene glycol-epoetin beta,methoxy-polyethylene-glycol-epoetin-beta,50Mcg
ING002911,Acid acetylsalicylic (Aspirin),acid-acetylsalicylic-aspirin,100mg
ING002912,Choline alfoscerate,choline-alfoscerate,800mg
ING002913,Deferiprone,deferiprone,500mg
ING002914,Metoprolol tartrat,metoprolol-tartrat,25mg
ING002915,Alendronic acid,alendronic-acid,70mg
ING002916,Cinnarizin,cinnarizin,25mg
ING002917,Indapamid,indapamid,1.25mg
ING002918,Băng phiến,bang-phien,9.42mg
ING002919,Nhũ hương,nhu-huong,15.41mg
ING002920,Giáng hương,giang-huong,16.27mg
ING002921,Toàn yết,toan-yet,47.06mg
ING002922,Thổ miết trùng,tho-miet-trung,47.09mg
ING002923,Ngô công,ngo-cong,9.42mg
ING002924,Thuyền thoái,thuyen-thoai,47.09mg
ING002925,Nimodipine,nimodipine,30mg
ING002926,Warfarin,warfarin,5mg
ING002927,Furosemide,furosemide,20mg
ING002928,Betahistin dihydroclorid,betahistin-dihydroclorid,16mg
ING002929,Tolvaptan,tolvaptan,15mg
ING002930,Olmesartan,olmesartan,20mg
ING002931,Deferipron,deferipron,500mg
ING002932,Ciprofibrate,ciprofibrate,100mg
ING002933,Olmesartan medoxomil,olmesartan-medoxomil,40mg
ING002934,Zofenopril,zofenopril,30mg
ING002935,Clonidin hydroclorid,clonidin-hydroclorid,0.15mg
ING002936,Cao đặc đinh lăng,cao-dac-dinh-lang,150mg
ING002937,Gemfibrozil,gemfibrozil,300mg
ING002938,Torsemide,torsemide,5mg
ING002939,Isosorbide,isosorbide,10mg
ING002940,Atovastatin,atovastatin,10mg
ING002941,Erythropoietin (recombinant human),erythropoietin-recombinant-human,4000iu
ING002942,Bột talc,bot-talc,
ING002943,tinh bột ngô,tinh-bot-ngo,
ING002944,Dabigatran,dabigatran,75mg
ING002945,Ferrous fumarate,ferrous-fumarate,200mg
ING002946,Enalapril maleate,enalapril-maleate,5mg
ING002947,Bonsentan,bonsentan,125mg
ING002948,Erythropoietin alpha người tái tổ hợp,erythropoietin-alpha-nguoi-tai-to-hop,2000iu
ING002949,Radix Astragali,radix-astragali,800mg
ING002950,Radix Salviae Miltiorrhizae,radix-salviae-miltiorrhizae,160mg
ING002951,Radix Paeoniae Rubra,radix-paeoniae-rubra,160mg
ING002952,Rhizoma Ligustici Wallichii,rhizoma-ligustici-wallichii,160mg
ING002953,Radix Angelicae Sinensis,radix-angelicae-sinensis,160mg
ING002954,Flos Carthami Tinctorii,flos-carthami-tinctorii,160mg
ING002955,Semen Pruni,semen-pruni,160mg
ING002956,Radix Polygalae,radix-polygalae,160mg
ING002957,Rhizoma Acori Tatarinowii,rhizoma-acori-tatarinowii,160mg
ING002958,Sắt nguyên tố,sat-nguyen-to,50mg
ING002959,Prasugrel,prasugrel,10mg
ING002960,Inclisiran,inclisiran,284mg
ING002961,Betahistin.2HCl,betahistin2hcl,16mg
ING002962,Phức hợp hydroxyd sắt (III) và Polymaltose tính theo ion sắt (III),phuc-hop-hydroxyd-sat-iii-va-polymaltose-tinh-theo-ion-sat-iii,50mg
ING002963,Citicoline,citicoline,500mg
ING002964,Kali chlorid,kali-chlorid,600mg
ING002965,Diltiazem Hydrochloride,diltiazem-hydrochloride,200mg
ING002966,Erythropoietin,erythropoietin,2000IU
ING002967,Etamsylat,etamsylat,250
ING002968,Hòe (Nụ hoa),hoe-nu-hoa,1330mg
ING002969,Phytomenadion,phytomenadion,20mg
ING002970,Acid Acetylsalicylic,acid-acetylsalicylic,81mg
ING002971,Kali Losartan,kali-losartan,50mg
ING002972,Epoetin alfa,epoetin-alfa,2000iu
ING002973,Magnesium lactate,magnesium-lactate,48mg
ING002974,Naftidrofuryl oxalate,naftidrofuryl-oxalate,200mg
ING002975,Bột rau má,bot-rau-ma,300mg
ING002976,Nitroglycerin,nitroglycerin,2.6mg
ING002977,Rilmenidine,rilmenidine,1mg
ING002978,Diltiazem,diltiazem,60mg
ING002979,Pravastatin,pravastatin,20mg
ING002980,Quinapril,quinapril,5mg
ING002981,Dimenhydrinate,dimenhydrinate,50mg
ING002982,Ginkgo biloba leaf extract,ginkgo-biloba-leaf-extract,120mg
ING002983,Ibuprofen,ibuprofen,100mg
ING002984,Cao Ginkgo biloba,cao-ginkgo-biloba,80mg
ING002985,Pregabalin,pregabalin,75mg
ING002986,Flunarizine,flunarizine,5mg
ING002987,Eszopiclone,eszopiclone,2mg
ING002988,mecobalamin,mecobalamin,500mcg
ING002989,Trihexyphenidyl hydrocloride,trihexyphenidyl-hydrocloride,2mg
ING002990,Zopiclone,zopiclone,7.5mg
ING002991,Carbidopa,carbidopa,25mg
ING002992,Levodopa,levodopa,250mg
ING002993,Rotundin,rotundin,60mg
ING002994,Tofisopam,tofisopam,50mg
ING002995,Olanzapine,olanzapine,5mg
ING002996,Quetiapine,quetiapine,200mg
ING002997,Oxcarbazepine,oxcarbazepine,300mg
ING002998,Quetiapina,quetiapina,100mg
ING002999,Paroxetine,paroxetine,20mg
ING003000,Lamotrigine,lamotrigine,50mg
ING003001,Levetiracetam,levetiracetam,500mg
ING003002,Gabapentin,gabapentin,300mg
ING003003,Sulpiride,sulpiride,50mg
ING003004,Natri valproate,natri-valproate,333mg
ING003005,Acid valproic,acid-valproic,145mg
ING003006,Natri valproat,natri-valproat,200mg
ING003007,Amitriptyline,amitriptyline,25mg
ING003008,Carbamazepine,carbamazepine,200mg
ING003009,Mirtazapine,mirtazapine,30mg
ING003010,Risperidone,risperidone,2mg
ING003011,Sertraline,sertraline,50mg
ING003012,Etifoxine,etifoxine,50mg
ING003013,Galantamin HBr,galantamin-hbr,5mg
ING003014,Fluvoxamine,fluvoxamine,100mg
ING003015,Magnesium cation,magnesium-cation,100mg
ING003016,Levosulpirid,levosulpirid,50mg
ING003017,Pramipexole dihydrochloride monohydrate,pramipexole-dihydrochloride-monohydrate,0.375mg
ING003018,Thiamin,thiamin,100mg
ING003019,Pyridoxine,pyridoxine,100mg
ING003020,Topiramate,topiramate,50mg
ING003021,Risperidona,risperidona,1mg
ING003022,Meclizin HCl,meclizin-hcl,25mg
ING003023,Agomelatine,agomelatine,25mg
ING003024,Thiamin hydroclorid,thiamin-hydroclorid,50mg
ING003025,Pyridoxin hydroclorid,pyridoxin-hydroclorid,250mg
ING003026,Perampanel,perampanel,8mg
ING003027,Donepezil,donepezil,10mg
ING003028,Citalopram,citalopram,20mg
ING003029,Clorphenesin carbamat,clorphenesin-carbamat,125mg
ING003030,Galantamin,galantamin,4mg
ING003031,Venlafaxine,venlafaxine,75mg
ING003032,Benfotiamine,benfotiamine,150mg
ING003033,Sodium Valproate,sodium-valproate,200mg
ING003034,Levomepromazine,levomepromazine,25mg
ING003035,Amisulpride,amisulpride,100mg
ING003036,Pramipexol,pramipexol,0.52mg
ING003037,Phenytoin,phenytoin,100mg
ING003038,Benserazide,benserazide,50mg
ING003039,Levomepromazin,levomepromazin,25mg
ING003040,Haloperidol,haloperidol,2mg
ING003041,Clozapine,clozapine,25mg
ING003042,Donepezil hydrochloride,donepezil-hydrochloride,5mg
ING003043,Amitriptylin hydroclorid,amitriptylin-hydroclorid,10mg
ING003044,Fluoxetin,fluoxetin,20mg
ING003045,Clorpromazin hydroclorid,clorpromazin-hydroclorid,25mg
ING003046,Methylcobalamin,methylcobalamin,1500mcg
ING003047,Galantamine,galantamine,8mg
ING003048,alpha Lipoic acid,alpha-lipoic-acid,300mg
ING003049,Duloxetine,duloxetine,30mg
ING003050,Aripiprazole,aripiprazole,5mg
ING003051,Levosulpiride,levosulpiride,50mg
ING003052,Olanzapin,olanzapin,7.5mg
ING003053,Gabapetin,gabapetin,300mg
ING003054,Epalrestat,epalrestat,50mg
ING003055,Quetiapin,quetiapin,100mg
ING003056,Sulpirid,sulpirid,50mg
ING003057,Donepezil HCl,donepezil-hcl,5mg
ING003058,Escitalopram,escitalopram,10mg
ING003059,Acid alpha lipoic,acid-alpha-lipoic,600mg
ING003060,Topiramat,topiramat,50mg
ING003061,Pramipexole,pramipexole,0.18mg
ING003062,Ziprasidone,ziprasidone,20mg
ING003063,Trihexyphenidyl,trihexyphenidyl,2mg
ING003064,Cinarizin,cinarizin,25mg
ING003065,Clozapin,clozapin,25mg
ING003066,Cladribine,cladribine,10mg
ING003067,Ginkgo biloba leaf,ginkgo-biloba-leaf,80mg
ING003068,Gabapentine,gabapentine,300mg
ING003069,Risperidonum,risperidonum,1mg
ING003070,Thioctic acid,thioctic-acid,300mg
ING003071,Piribedil,piribedil,50mg
ING003072,Thioridazine,thioridazine,50mg
ING003073,Citicolin,citicolin,100mg
ING003074,Nhôm hydroxyd,nhom-hydroxyd,0.61g
ING003075,Magnesi hydroxyd,magnesi-hydroxyd,0.8g
ING003076,Simethicone,simethicone,0.08g
ING003077,Mộc hương,moc-huong,1.2g
ING003078,Ngũ bội tử,ngu-boi-tu,0.9g
ING003079,Hậu phác,hau-phac,0.6g
ING003080,Xa tiền tử,xa-tien-tu,0.45g
ING003081,Hoạt thạch,hoat-thach,0.15g
ING003082,Diệp hạ châu,diep-ha-chau,1.2g
ING003083,Nhân trần,nhan-tran,1.2g
ING003084,Alginic acid,alginic-acid,500mg
ING003085,Calcium Carbonate,calcium-carbonate,325mg
ING003086,Sucralfate,sucralfate,1000mg
ING003087,Mật heo,mat-heo,60mg
ING003088,Loperamid hydroclorid,loperamid-hydroclorid,2mg
ING003089,Lactulose,lactulose,10g
ING003090,Diosmectite,diosmectite,3g
ING003091,Bìm Bìm,bim-bim,13.6mg
ING003092,Cao khô actiso,cao-kho-actiso,170mg
ING003093,Silymarin,silymarin,150mg
ING003094,Almagate,almagate,1g
ING003095,Magnesium oxide,magnesium-oxide,800.4mg
ING003096,Doxylamine,doxylamine,10mg
ING003097,Aluminium phosphate,aluminium-phosphate,20%
ING003098,Bisacodyl,bisacodyl,5mg
ING003099,Saccharomyces boulardii đông khô,saccharomyces-boulardii-dong-kho,250mg
ING003100,Natri hydrocarbonat,natri-hydrocarbonat,500mg
ING003101,"Aluminum hydroxide, dried",aluminum-hydroxide-dried,300mg
ING003102,Magnesium ion,magnesium-ion,300mg
ING003103,alginate,alginate,500mg
ING003104,Calci carbonat,calci-carbonat,160mg
ING003105,Macrogol 4000,macrogol-4000,64
ING003106,Natri sulfat,natri-sulfat,5.7
ING003107,Macrogol,macrogol,4000
ING003108,Lactobacillus acidophilus,lactobacillus-acidophilus,30000000cfu/g
ING003109,Saccharomyces boulardii CNCM I-745,saccharomyces-boulardii-cncm-i-745,100mg
ING003110,Pancreatin,pancreatin,300mg
ING003111,Cao khô bìm bìm,cao-kho-bim-bim,6.4mg
ING003112,Cao khô rau đắng đất,cao-kho-rau-dang-dat,64mg
ING003113,Cao khô actisô ep,cao-kho-actiso-ep,85mg
ING003114,Simethicon,simethicon,1g
ING003115,Berberin Clorid,berberin-clorid,5mg
ING003116,Hoài Sơn,hoai-son,0.42 
ING003117,Bạch linh,bach-linh,0.35 
ING003118,Sa nhân,sa-nhan,0.35 
ING003119,Phospholipid đậu nành,phospholipid-dau-nanh,600mg
ING003120,Magnesium carbonate,magnesium-carbonate,0.3g
ING003121,Attapulgite,attapulgite,2.5g
ING003122,Sodium Alginate,sodium-alginate,500mg
ING003123,Bào tử kháng đa kháng sinh Bacillus clausii,bao-tu-khang-da-khang-sinh-bacillus-clausii,4tỷ cfu
ING003124,Bìm bìm biếc (Hạt),bim-bim-biec-hat,7.5mg
ING003125,Sucralfat,sucralfat,1g
ING003126,Cardus marianus,cardus-marianus,200mg
ING003127,Thiamine,thiamine,8mg
ING003128,Riboflavine,riboflavine,8mg
ING003129,Magnesium hydroxide,magnesium-hydroxide,233mg
ING003130,Mebeverin hydroclorid,mebeverin-hydroclorid,200mg
ING003131,Berberine,berberine,100mg
ING003132,L-Cysteine,l-cysteine,250mg
ING003133,Choline,choline,250mg
ING003134,Loperamide,loperamide,2mg
ING003135,Magnesi hydroxid,magnesi-hydroxid,400mg
ING003136,Simeticone,simeticone,40
ING003137,Thần Khúc,than-khuc,27.2mg
ING003138,Sơn Tra,son-tra,27.2mg
ING003139,Nhục đậu khấu,nhuc-dau-khau,53.6mg
ING003140,Mai mực,mai-muc,0.3g
ING003141,Bối mẫu,boi-mau,0.15g
ING003142,Diên hồ sách,dien-ho-sach,0.15g
ING003143,Đại hoàng,dai-hoang,0.15g
ING003144,Cao khô hỗn hợp dược liệu,cao-kho-hon-hop-duoc-lieu,72mg
ING003145,Hyoscin butylbromid,hyoscin-butylbromid,10mg
ING003146,Guaiazulen,guaiazulen,4mg
ING003147,Cao khô Silybum marianum,cao-kho-silybum-marianum,155.55mg
ING003148,Bismuth Subsalicylate,bismuth-subsalicylate,525.6mg
ING003149,Phospholipids thiết yếu,phospholipids-thiet-yeu,300mg
ING003150,Vitamin B12 (Cyanocobalamin),vitamin-b12-cyanocobalamin,10mcg
ING003151,Mebeverine Hydrochloride,mebeverine-hydrochloride,135mg
ING003152,Chè dây,che-day,625mg
ING003153,Thương nhĩ tử,thuong-nhi-tu,500mg
ING003154,Thổ phục linh,tho-phuc-linh,375mg
ING003155,Cao Cam Thảo,cao-cam-thao,24mg
ING003156,Cao hoàng liên,cao-hoang-lien,52mg
ING003157,Cao kha tử,cao-kha-tu,260mg
ING003158,Cao bạch thược,cao-bach-thuoc,18mg
ING003159,Bột mộc hương,bot-moc-huong,250mg
ING003160,Bột bạch truật,bot-bach-truat,50mg
ING003161,Quả Chỉ Xác,qua-chi-xac,33mg
ING003162,Phan tả diệp,phan-ta-diep,127.5mg
ING003163,Thân rễ đại hoàng,than-re-dai-hoang,255mg
ING003164,Saccharomyces boulardii,saccharomyces-boulardii,100mg
ING003165,Biodiastase,biodiastase,30mg
ING003166,Lipase Ap6,lipase-ap6,5mg
ING003167,Newlase,newlase,10mg
ING003168,Sâm ngọc linh,sam-ngoc-linh,300mg
ING003169,Gôm guar,gom-guar,200mg
ING003170,Phospholipid đậu nành,phospholipid-dau-nanh,300mg
ING003171,L-ornithine-L-aspartate,l-ornithine-l-aspartate,80mg
ING003172,Vi khuẩn bất hoạt Lactobacillus LB,vi-khuan-bat-hoat-lactobacillus-lb,10^10
ING003173,Môi trường nuôi cấy lên men trung tính,moi-truong-nuoi-cay-len-men-trung-tinh,160mg
ING003174,Dioctahedral smectite,dioctahedral-smectite,3g
ING003175,Azintamide,azintamide,75mg
ING003176,Cellulase 4000,cellulase-4000,10mg
ING003177,Nicotinamid,nicotinamid,24mg
ING003178,Carduus,carduus,200mg
ING003179,hạt Bìm bìm biếc,hat-bim-bim-biec,5.245mg
ING003180,Berberin clodid,berberin-clodid,5mg
ING003181,Mộc hoa trắng,moc-hoa-trang,136mg
ING003182,Hạ khô thảo,ha-kho-thao,6.25
ING003183,Bismuth oxyd,bismuth-oxyd,120mg
ING003184,Povidone K30,povidone-k30,0.05g
ING003185,Magnesi stearat,magnesi-stearat,0.05g
ING003186,Guaiazulene,guaiazulene,4mg
ING003187,Diệp hạ châu đắng,diep-ha-chau-dang,800mg
ING003188,Cỏ mực,co-muc,200mg
ING003189,Bismuth tripotassium dicitrat,bismuth-tripotassium-dicitrat,300mg
ING003190,Lactobacillus sporogenes,lactobacillus-sporogenes,10^6cfu
ING003191,Lactobacillus kefir,lactobacillus-kefir,10^6cfu
ING003192,Alverine Citrate,alverine-citrate,60mg
ING003193,Attapulgit mormoiron hoạt hóa,attapulgit-mormoiron-hoat-hoa,2500mg
ING003194,Hỗn hợp gel khô magnesi carbonat và nhôm hydroxyd,hon-hop-gel-kho-magnesi-carbonat-va-nhom-hydroxyd,500mg
ING003195,Nhôm phosphat gel 20%,nhom-phosphat-gel-20percent,12.38gr
ING003196,Silybum Marianum Dry Fruit Extract,silybum-marianum-dry-fruit-extract,200mg
ING003197,Vitamin PP,vitamin-pp,24mg
ING003198,Lục phàn,luc-phan,2.7mg
ING003199,Hải mã,hai-ma,80.4mg
ING003200,Hồ đào nhân,ho-dao-nhan,80.4mg
ING003201,Nhôm hydroxyd gel 20%,nhom-hydroxyd-gel-20percent,1759.5mg
ING003202,Magnesi hydroxyd paste 31%,magnesi-hydroxyd-paste-31percent,1290.32mg
ING003203,Simethicon emulsion 30%,simethicon-emulsion-30percent,166.66mg
ING003204,Dioctalhedral smectit,dioctalhedral-smectit,3000mg
ING003205,Ô tặc cốt,o-tac-cot,1200mg
ING003206,Cao khô Diệp hạ châu đắng,cao-kho-diep-ha-chau-dang,60mg
ING003207,Diosmectit,diosmectit,3g
ING003208,Monobasic Natri Phosphat,monobasic-natri-phosphat,9.5g
ING003209,Dibasic Natri Phosphat,dibasic-natri-phosphat,3.5g
ING003210,actisô,actiso,200mg
ING003211,Cao khô diếp cá,cao-kho-diep-ca,75mg
ING003212,Gel nhôm hydroxyd khô,gel-nhom-hydroxyd-kho,220mg
ING003213,Nhôm oxyd,nhom-oxyd,200mg
ING003214,Liên Nhục,lien-nhuc,4g
ING003215,"Bán hạ (Thân, Rễ)",ban-ha-than-re,4g
ING003216,Chi tử,chi-tu,0.32g
ING003217,Pantothenate,pantothenate,16mg
ING003218,Arginin hydroclorid,arginin-hydroclorid,200mg
ING003219,Bột mịn Rễ Mộc hương,bot-min-re-moc-huong,80mg
ING003220,Rễ Bạch thược,re-bach-thuoc,216mg
ING003221,Quả Ngô thù du,qua-ngo-thu-du,53.4mg
ING003222,Rễ Mộc hương,re-moc-huong,74.7mg
ING003223,Cao khô Diệp hạ châu,cao-kho-diep-ha-chau,350mg
ING003224,Kim tiền thảo,kim-tien-thao,4g
ING003225,Loperamid,loperamid,1g
ING003226,Tinh bột mì,tinh-bot-mi,300mg
ING003227,"Dextrose, unspecified form",dextrose-unspecified-form,2g
ING003228,Lactobacillus rhamnosus,lactobacillus-rhamnosus,100mg
ING003229,Bifidobacterium longum,bifidobacterium-longum,100mg
ING003230,Hỗn hợp Probiotic,hon-hop-probiotic,10^7cfu
ING003231,Alverin citrat,alverin-citrat,60mg
ING003232,Omeprazol,omeprazol,20mg
ING003233,Pantoprazole,pantoprazole,40mg
ING003234,Kẽm,kem,10mg
ING003235,Domperidon,domperidon,10mg
ING003236,Pantoprazol,pantoprazol,40mg
ING003237,Bismuth subsalicylat,bismuth-subsalicylat,262mg
ING003238,Acid ursodeoxycholic,acid-ursodeoxycholic,300mg
ING003239,Ursodiol,ursodiol,250mg
ING003240,Rebamipide,rebamipide,100mg
ING003241,Drotaverine,drotaverine,40mg
ING003242,Hương phụ,huong-phu,1.2g
ING003243,Khương hoàng,khuong-hoang,1.2g
ING003244,Bán hạ chế,ban-ha-che,0.45g
ING003245,Lá liễu,la-lieu,1g
ING003246,Ngưu nhĩ phong,nguu-nhi-phong,2g
ING003247,Itopride,itopride,50mg
ING003248,Rabeprazole,rabeprazole,20mg
ING003249,Trimebutin maleat,trimebutin-maleat,300mg
ING003250,Domperidone maleate,domperidone-maleate,10mg
ING003251,Domperidone,domperidone,1mg
ING003252,Lansoprazole,lansoprazole,30mg
ING003253,Racecadotril,racecadotril,10mg
ING003254,alpha-Amylase,alpha-amylase,100mg
ING003255,Itoprid HCl,itoprid-hcl,50mg
ING003256,Dill Oil BP,dill-oil-bp,0.005ml
ING003257,Fennel Oil,fennel-oil,0.0007ml
ING003258,Trimebutine,trimebutine,100mg
ING003259,Omeprazole,omeprazole,20mg
ING003260,Ursodeoxycholic acid,ursodeoxycholic-acid,250mg
ING003261,Bismuth Subcitrate,bismuth-subcitrate,120mg
ING003262,Otilonium Bromide,otilonium-bromide,40mg
ING003263,Mosapride citrate,mosapride-citrate,5mg
ING003264,Nifuroxazide,nifuroxazide,200mg
ING003265,Schisandra,schisandra,25mg
ING003266,Sulfasalazine,sulfasalazine,500mg
ING003267,Alverine,alverine,40mg
ING003268,L-Ornithin L-Aspartat,l-ornithin-l-aspartat,3000mg
ING003269,Trimebutine maleate,trimebutine-maleate,200mg
ING003270,Dexlansoprazole,dexlansoprazole,60mg
ING003271,Nizatidine,nizatidine,15mg
ING003272,Oxetacain,oxetacain,20mg
ING003273,ornidazol,ornidazol,500mg
ING003274,Drotaverin hydroclorid,drotaverin-hydroclorid,40mg
ING003275,Dinatri phosphat dodecahydrat,dinatri-phosphat-dodecahydrat,240mg
ING003276,Mononatri phosphat dihydrat,mononatri-phosphat-dihydrat,542mg
ING003277,Cao đặc Kim tiền thảo,cao-dac-kim-tien-thao,600mg
ING003278,Hạt chuối hột,hat-chuoi-hot,20mg
ING003279,Râu Mèo,rau-meo,60mg
ING003280,Cao kim tiền thảo,cao-kim-tien-thao,105mg
ING003281,Tiropramide,tiropramide,100mg
ING003282,Ondansetron,ondansetron,8mg
ING003283,Mosaprid Citrat,mosaprid-citrat,5mg
ING003284,Cao đặc Râu mèo,cao-dac-rau-meo,46.6mg
ING003285,Chua ngút,chua-ngut,250mg
ING003286,Mesalazine,mesalazine,500mg
ING003287,Natri picosulfat,natri-picosulfat,5mg
ING003288,L-Arginin hydrochlorid,l-arginin-hydrochlorid,1000mg
ING003289,Cao Cardus marianus,cao-cardus-marianus,100mg
ING003290,Oxetacaine,oxetacaine,20mg
ING003291,Famotidine,famotidine,40mg
ING003292,Trimebutin,trimebutin,24mg
ING003293,Cimetidine,cimetidine,300mg
ING003294,Bromelain,bromelain,50mg
ING003295,Acid dehydrocholic,acid-dehydrocholic,25mg
ING003296,Acetazolamide,acetazolamide,250mg
ING003297,Rifaximin,rifaximin,550mg
ING003298,Drotaverine hydrochloride,drotaverine-hydrochloride,40mg
ING003299,Dibencozid,dibencozid,2mg
ING003300,Oxethazaine,oxethazaine,20mg
ING003301,Metadoxine,metadoxine,500mg
ING003302,Kali citrate,kali-citrate,3g
ING003303,Metoclopramid hydroclorid,metoclopramid-hydroclorid,10mg
ING003304,Mesalazin,mesalazin,500mg
ING003305,Metoclopramide,metoclopramide,10mg
ING003306,L-Arginine Aspartat,l-arginine-aspartat,2000mg
ING003307,Hydrotalcite,hydrotalcite,100mg
ING003308,Curcuminoid,curcuminoid,250mg
ING003309,L-Arginine L-glutamate,l-arginine-l-glutamate,3g
ING003310,Nhôm phosphat,nhom-phosphat,12.38g
ING003311,Mesalamine,mesalamine,500mg
ING003312,Levocarnitin,levocarnitin,1g
ING003313,Carduus Marianus,carduus-marianus,200mg
ING003314,Arginin aspartat,arginin-aspartat,1g
ING003315,Arginine hydrochloride,arginine-hydrochloride,918mg
ING003316,Natri bicarbonat,natri-bicarbonat,1680mg
ING003317,Papaverin HCl,papaverin-hcl,40mg
ING003318,Mosapride,mosapride,5mg
ING003319,Rabeprazol sodium,rabeprazol-sodium,10mg
ING003320,Lansoprazol,lansoprazol,30mg
ING003321,Thiamin nitrate,thiamin-nitrate,10mg
ING003322,Ursodesoxycholic acid,ursodesoxycholic-acid,200mg
ING003323,Methionin,methionin,250mg
ING003324,Thỏ ty tử,tho-ty-tu,25mg
ING003325,Hà thủ ô đỏ,ha-thu-o-do,25mg
ING003326,Đỗ trọng,do-trong,25mg
ING003327,Cúc bất tử,cuc-bat-tu,50mg
ING003328,Nấm sò khô,nam-so-kho,500mg
ING003329,Bối mẫu (Thân hành),boi-mau-than-hanh,600mg
ING003330,Drotaverin,drotaverin,80mg
ING003331,L-Arginine Hydrochloride,l-arginine-hydrochloride,1g
ING003332,L-Arginine hydroclorid,l-arginine-hydroclorid,200mg
ING003333,Loperamide HCl,loperamide-hcl,2mg
ING003334,L-Isoleucine,l-isoleucine,952mg
ING003335,L-Leucin,l-leucin,1904mg
ING003336,L-Valine,l-valine,1144mg
ING003337,Thạch Cao,thach-cao,200mg
ING003338,Chè xanh,che-xanh,175mg
ING003339,Cao dành dành,cao-danh-danh,0.32g
ING003340,Ké đầu ngựa,ke-dau-ngua,0.4g
ING003341,Bột curcumin,bot-curcumin,150mg
ING003342,Sulfaguanidine,sulfaguanidine,500mg
ING003343,Dịch chiết cardus marianus,dich-chiet-cardus-marianus,
ING003344,Thiamin HCl,thiamin-hcl,
ING003345,Pyridoxin HCl,pyridoxin-hcl,
ING003346,"Cam thảo, Trần bì",cam-thao-tran-bi, 
ING003347,Ranitidine,ranitidine,31.5mg
ING003348,Magnesium aluminometasilicate,magnesium-aluminometasilicate,125mg
ING003349,Magnesium aluminate hydrate,magnesium-aluminate-hydrate,100mg
ING003350,Nha đảm tử,nha-dam-tu,30mg
ING003351,Cát căn,cat-can,100mg
ING003352,Indometacin,indometacin,25mg
ING003353,Cimetidin,cimetidin,300mg
ING003354,Magaldrate,magaldrate,480mg
ING003355,Aluminum phosphate,aluminum-phosphate,20%
ING003356,Tri mẫu,tri-mau,170mg
